date,country,location,cases_new,deaths_new,cases_cumulative,deaths_cumulative,hcw_cumulative,cases_cumulative_confirmed,deaths_cumulative_confirmed,cumulative_confirmed_hcw,notes,link
2014-05-05,Guinea,Kissidougou,,,6,5,,,,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (53 cases, including 24 deaths), Guekedou (149/107), Macenta (22/16), Kissidougou (6/5), Dabola (4/4), and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 22 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (72/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1). The analysis of the epidemiological data during the last three weeks shows that the number of new cases is decreasing in Guekedou.",http://www.who.int/csr/don/2014_05_08_ebola/en/
2014-05-05,Guinea,Dabola,,,4,4,,,,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (53 cases, including 24 deaths), Guekedou (149/107), Macenta (22/16), Kissidougou (6/5), Dabola (4/4), and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 22 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (72/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1). The analysis of the epidemiological data during the last three weeks shows that the number of new cases is decreasing in Guekedou.",http://www.who.int/csr/don/2014_05_08_ebola/en/
2014-05-05,Guinea,Djingararye,,,1,1,,,,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (53 cases, including 24 deaths), Guekedou (149/107), Macenta (22/16), Kissidougou (6/5), Dabola (4/4), and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 22 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (72/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1). The analysis of the epidemiological data during the last three weeks shows that the number of new cases is decreasing in Guekedou.",http://www.who.int/csr/don/2014_05_08_ebola/en/
2014-05-07,Sierra Leone,,,,0,,,,,,"As of 7 May, no cases of EVD have been confirmed in Sierra Leone. From 16 March to 7 May 2014, the Ministry of Health and Sanitation (MOHS) of Sierra Leone has tested 106 patients presenting with a VHF-like illness for EVD and Lassa fever. No cases of EVD have been detected using ebolavirus PCR assays while 10 patients have been confirmed with a Lassa fever virus infection. Lassa fever is endemic in Sierra Leone. Thirty-five (35 contacts) have been traced; 15 have completed 21 days of follow-up and have been discharged from medical surveillance; and 20 are under follow up.",http://www.who.int/csr/don/2014_05_08_ebola/en/
2014-05-07,Guinea,,,,236,158,,129,84,,"As of 18:00 on 7 May 2014, the Ministry of Health (MOH) of Guinea has reported a cumulative total of 236 clinical cases of Ebola Virus Disease (EVD), including 158 deaths. Since the last update of 6 May 2014, there have been two new cases confirmed by ebolavirus PCR and one death among the confirmed cases bringing the total number of confirmed cases to 129, including 84 deaths. Two new suspected cases have also been reported with no new deaths in this group of patients (58 cases, 34 deaths) and no change in the number of probable cases or deaths (49 cases, 40 deaths). As of 7 May, there was one patient in isolation in Conakry and two in Guekedou. The date of isolation of the most recent confirmed case is 26 April in Conakry and 7 May in Guekedou.

The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (52* cases, including 24 deaths), Guekedou (151/108), Macenta (22/16), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014.

The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/52); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).

The numbers of cases remain subject to change due to consolidation of cases and laboratory data, enhanced surveillance activities and contact tracing activities. The recent introduction of ebolavirus serology to test PCR negative clinical cases is also likely to change the final number of laboratory confirmed cases.",http://www.who.int/csr/don/2014_05_09_ebola/en/
2014-05-07,Guinea,Conakry,,,52,24,,40,20,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (52* cases, including 24 deaths), Guekedou (151/108), Macenta (22/16), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/52); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_09_ebola/en/
2014-05-07,Guinea,Guekedou,,,151,108,,74,52,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (52* cases, including 24 deaths), Guekedou (151/108), Macenta (22/16), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/52); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_09_ebola/en/
2014-05-07,Guinea,Macenta,,,22,16,,13,10,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (52* cases, including 24 deaths), Guekedou (151/108), Macenta (22/16), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/52); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_09_ebola/en/
2014-05-07,Guinea,Kissidougou,,,6,5,,1,1,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (52* cases, including 24 deaths), Guekedou (151/108), Macenta (22/16), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/52); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_09_ebola/en/
2014-05-07,Guinea,Dabola,,,4,4,,1,1,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (52* cases, including 24 deaths), Guekedou (151/108), Macenta (22/16), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/52); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_09_ebola/en/
2014-05-07,Guinea,Djingararye,,,1,1,,0,0,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (52* cases, including 24 deaths), Guekedou (151/108), Macenta (22/16), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/52); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_09_ebola/en/
2014-05-10,Guinea,,,,233,157,,129,83,,"As of 18:00 on 10 May 2014, the Ministry of Health (MOH) of Guinea has reported a cumulative total of 233 clinical cases of Ebola Virus Disease (EVD), including 157 deaths. Since the last update of 9 May 2014, there have been no new cases confirmed by ebolavirus PCR and no new deaths bringing the total number of confirmed cases to 129, including 83 deaths.

There have been no change in the number of probable cases or deaths (49 cases, 40 deaths) and suspected cases or deaths (55 cases, 34 deaths). The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (149/106), Macenta (23/17), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1).

There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1)",http://www.who.int/csr/don/2014_05_12_ebola/en/
2014-05-10,Guinea,Conakry,,,50,24,,40,20,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (149/106), Macenta (23/17), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_12_ebola/en/
2014-05-10,Guinea,Guekedou,,,149,106,,74,51,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (149/106), Macenta (23/17), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_12_ebola/en/
2014-05-10,Guinea,Macenta,,,23,17,,13,10,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (149/106), Macenta (23/17), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_12_ebola/en/
2014-05-10,Guinea,Kissidougou,,,6,5,,1,1,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (149/106), Macenta (23/17), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_12_ebola/en/
2014-05-10,Guinea,Dabola,,,4,4,,1,1,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (149/106), Macenta (23/17), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_12_ebola/en/
2014-05-10,Guinea,Djingararye,,,1,1,,0,0,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (149/106), Macenta (23/17), Kissidougou (6/5), Dabola (4/4) and Djingaraye (1/1). There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April and Conakry since 26 April. In Djingaraye and Dabola, no new cases have been reported since the end of March 2014. The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (74/51); Macenta (13/10); Kissidougou (1/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_12_ebola/en/
2014-05-10,Liberia,,,,12,11,,6,,,"There have been no new alerts in both Liberia and Sierra Leone. Preparations to host cross- border meeting with Ivory Coast and Sierra Leone are underway. In Liberia, upon review and consolidation of data, the cumulative number of cases is 12 (6 confirmed, 2 probable and 4 suspected). There has been no change in number of deaths (11) and date of onset of the most recent confirmed or probable case (6 April 2014).",http://www.who.int/csr/don/2014_05_06_ebola/en/
2014-05-10,Sierra Leone,,,,0,,,,,,There have been no new alerts in both Liberia and Sierra Leone. Preparations to host cross- border meeting with Ivory Coast and Sierra Leone are underway.,http://www.who.int/csr/don/2014_05_06_ebola/en/
2014-05-12,Guinea,,,,248,171,,138,92,,"As of 18:00 on 12 May 2014, the Ministry of Health (MOH) of Guinea has reported a cumulative total of 248 clinical cases of Ebola virus disease (EVD), including 171 deaths. Since the last update of 9 May 2014, there have been five new cases confirmed by ebolavirus PCR and no new deaths among the confirmed cases.

Reclassification of cases, retrospective investigation, and harmonization of data have brought the total number of confirmed cases to 138, including 92 deaths; 67 probable cases, 57 deaths (3 new probable deaths in the community); and 43 suspected cases (22 deaths). The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (163/119), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), and Djinguiraye (1/1).

The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (83/60); Macenta (12/10); Kissidougou (2/1); and Dabola (1/1).

There have been no new cases of EVD in Kissidougou since 1 April, Macenta since 9 April, and Conakry since 26 April. In Djinguiraye and Dabola, no new cases have been reported since the end of March 2014. If no additional cases are identified in Conakry, the observation period for those individuals identified through contact tracing will end on 17 May.

In Guekedou, the date of isolation of the most recent cases is 11 May 2014. A total of 480 contacts (5 in Conakry, 475 in Guekedou) are under follow up.",http://www.who.int/csr/don/2014_05_15_ebola/en/
2014-05-12,Guinea,Conakry,,,50,24,,40,20,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (163/119), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), and Djinguiraye (1/1). The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (83/60); Macenta (12/10); Kissidougou (2/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_15_ebola/en/
2014-05-12,Guinea,Guekedou,,,163,119,,83,60,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (163/119), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), and Djinguiraye (1/1). The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (83/60); Macenta (12/10); Kissidougou (2/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_15_ebola/en/
2014-05-12,Guinea,Macenta,,,22,17,,12,10,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (163/119), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), and Djinguiraye (1/1). The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (83/60); Macenta (12/10); Kissidougou (2/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_15_ebola/en/
2014-05-12,Guinea,Kissidougou,,,8,6,,2,1,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (163/119), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), and Djinguiraye (1/1). The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (83/60); Macenta (12/10); Kissidougou (2/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_15_ebola/en/
2014-05-12,Guinea,Dabola,,,4,4,,1,1,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (163/119), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), and Djinguiraye (1/1). The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (83/60); Macenta (12/10); Kissidougou (2/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_15_ebola/en/
2014-05-12,Guinea,Djingararye,,,1,1,,0,0,,"The geographical distribution of clinical cases of EVD since the beginning of the outbreak is as follows: Conakry (50 cases, including 24 deaths), Guekedou (163/119), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), and Djinguiraye (1/1). The cumulative total of laboratory confirmed cases and deaths since the beginning of the outbreak is: Conakry (40 cases, including 20 deaths); Guekedou (83/60); Macenta (12/10); Kissidougou (2/1); and Dabola (1/1).",http://www.who.int/csr/don/2014_05_15_ebola/en/
2014-05-23,Guinea,,,,258,174,,146,95,,"As of May 23, 2014, 8 new cases and 3 new deaths were reported from one newly affected district, Telimele (3 cases and 0 deaths) and two existing affected areas, Gueckedou (2 cases and 0 deaths) and Macenta (3 cases and 3 deaths).

Since the beginning of the outbreak, the cumulative total number of clinical cases of EVD is 258, including 174 deaths. The classification of these cases and deaths is as follows: confirmed (146 cases and 95 deaths); probable (67 cases and 57 deaths) and suspected (67 cases and 57 deaths). The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele).",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-23,Guinea,Conakry,,,50,25,,,,,"The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele)",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-23,Guinea,Guekedou,2,0,170,121,,,,,"The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele)",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-23,Guinea,Macenta,3,3,22,17,,,,,"The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele)",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-23,Guinea,Kissidougou,,,8,6,,,,,"The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele)",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-23,Guinea,Dabola,,,4,4,,,,,"The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele)",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-23,Guinea,Djingararye,,,1,1,,,,,"The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele)",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-23,Guinea,Telimele,3,0,3,0,,,,,"The geographical distribution of the clinical cases of EVD is as follows: Conakry (50 cases, including 25 deaths), Gueckedou (170/121), Macenta (22/17), Kissidougou (8/6), Dabola (4/4), Djinguiraye (1/1) and Telimele (3/0). The number of patients currently hospitalized is 9 (6 in Gueckedou and 3 in Telimele); that of contacts being actively followed-up is 153 (132 in Gueckedou and 41 in Telimele)",http://www.who.int/csr/don/2014_05_24_ebola/en/
2014-05-27,Guinea,,,,281,186,,163,103,,"From 23 May 2014 to 27 May 2014, 4 new districts reported 14 new clinical cases of Ebola virus disease (EVD) and 5 deaths as follows: Boffa, 5 cases and 1 death; Telimele, 7 cases and 4 deaths; Boke, 1 case and 0 death; and Dubreka, 1 case and 1 death. Community and nosocomial transmission are still occurring in Gueckedou, Macenta, and Conakry.

As of 18:00 on 27 May 2014, the total cumulative number of cases due to EVD is 281 and 186 deaths. The classification of these cases and deaths are as follows: confirmed, 163 cases and 103 deaths; probable, 66 cases and 56 deaths; and suspected, 44 cases and 23 deaths. The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
2014-05-27,Guinea,Conakry,,,48,26,,,,,"The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
2014-05-27,Guinea,Guekedou,,,176,126,,,,,"The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
2014-05-27,Guinea,Macenta,,,31,19,,,,,"The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
2014-05-27,Guinea,Kissidougou,,,7,5,,,,,"The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
2014-05-27,Guinea,Dabola,,,4,4,,,,,"The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
2014-05-27,Guinea,Djingararye,,,1,1,,,,,"The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
2014-05-27,Guinea,Telimele,7,4,7,4,,,,,"The geographical distribution of the cases is as follows: Conakry, 48 cases, and 26 deaths; Gueckedou, 176 cases and 126 deaths; Macenta, 31 cases and 19 deaths; Kissidougou, 7 cases and 5 deaths; Dabola, 4 cases and 4 deaths; Djinguiraye, 1 case and 1 death, in addition to the cases and deaths in the newly affected areas. The total number of cases in isolation is 16 (10 in Gueckedou, 3 in Telimele, and 3 in Boffa). The number of contacts under follow-up is 427 (250 in Conakry, 213 in Gueckedou, 126 in Macenta, and 88 in Telimele).",http://www.who.int/csr/don/2014_05_28_ebola/en/
